gid,year,bdist2,bdist3,capdist,gwno
49182,2014,103.34738,27.009771,2480.4949,155
49183,2014,95.919945,27.125784,2482.5054,155
49184,2014,98.20579,10.18223,2485.117,155
49185,2014,96.10929,7.8864446,2488.327,155
49186,2014,89.19969,0.38092846,2492.133,155
49898,2014,171.31738,27.422474,2422.8303,155
49899,2014,140.47392,13.281614,2422.4136,155
49900,2014,110.253265,12.135103,2422.622,155
49901,2014,81.35487,0.42218107,2423.4553,155
49902,2014,55.8722,2.8342803,2424.9128,155
49903,2014,40.706303,2.030373,2426.9934,155
49904,2014,45.395805,0.5473277,2429.6956,155
49905,2014,40.48178,1.7880292,2433.0166,155
49906,2014,39.56108,4.4508657,2436.9546,155
49907,2014,25.596752,6.0049934,2441.5056,155
49908,2014,25.373478,12.097372,2446.6667,155
50616,2014,232.34296,21.731403,2369.9856,155
50617,2014,200.29384,11.660495,2368.2617,155
50618,2014,168.27359,6.559494,2367.1836,155
50619,2014,136.12773,1.4046062,2366.7522,155
50620,2014,103.952354,1.3461145,2366.9678,155
50621,2014,71.76965,2.0681484,2367.8303,155
50622,2014,39.581264,10.772308,2369.339,155
50623,2014,7.388825,7.388825,2371.493,155
50624,2014,17.891994,7.457746,2360.6536,160
50625,2014,18.9331,14.753082,2348.7358,160
50626,2014,20.515444,15.78034,2337.3984,160
50627,2014,31.456738,21.573454,2326.65,160
50628,2014,49.054695,21.451279,2316.4993,160
50629,2014,65.21285,9.14267,2306.9548,160
50630,2014,89.88133,3.0786211,2298.0242,160
50631,2014,118.132034,4.738291,2289.7148,160
50632,2014,147.81346,1.5876026,2282.0344,160
50633,2014,178.24515,4.7461653,2274.9893,160
51078,2014,647.5922,5.2993402,2285.2283,900
51334,2014,266.39432,12.8221655,2320.0127,155
51335,2014,257.0749,13.534177,2316.8958,155
51336,2014,235.75987,2.7746782,2314.4436,155
51337,2014,203.21303,0.24553213,2312.6584,155
51338,2014,170.65497,8.747995,2311.542,155
51339,2014,138.08734,2.0484474,2311.0952,155
51340,2014,105.51178,1.3665645,2311.3186,155
51341,2014,72.92992,5.27198,2312.212,155
51342,2014,40.343388,8.473463,2313.7742,155
51343,2014,7.7538323,7.7538323,2316.0042,155
51344,2014,24.837116,24.837116,2309.2424,160
51345,2014,57.427826,35.40173,2296.9202,160
51346,2014,75.195625,15.503217,2285.1946,160
51347,2014,83.70268,1.6691394,2274.0752,160
51348,2014,95.12248,26.053808,2263.5715,160
51798,2014,614.42316,28.67039,2233.9827,900
52053,2014,231.16891,11.41916,2268.5938,155
52054,2014,215.02765,0.24341324,2264.68,155
52055,2014,203.2244,8.755453,2261.4514,155
52056,2014,196.54285,1.9325597,2258.9116,155
52057,2014,195.10863,3.3967867,2257.0625,155
52058,2014,173.02704,13.05876,2255.906,155
52059,2014,140.06679,2.7514539,2255.443,155
52060,2014,107.098564,5.144159,2255.6746,155
52061,2014,74.123985,11.424155,2256.5999,155
52062,2014,41.144688,26.879885,2258.2183,155
52063,2014,8.162303,8.162303,2260.528,155
52064,2014,24.821531,24.274607,2258.0278,160
52065,2014,57.80518,0.7328309,2245.2847,160
52066,2014,90.78701,23.898531,2233.1548,160
52772,2014,211.1127,4.4048543,2218.1826,155
52773,2014,187.0561,8.021221,2213.422,155
52774,2014,166.44255,2.7811007,2209.3672,155
52775,2014,150.69287,3.1505141,2206.022,155
52776,2014,141.44212,0.2770934,2203.3901,155
52777,2014,139.4624,0.18712519,2201.4739,155
52778,2014,139.37486,16.30432,2200.2754,155
52779,2014,139.35565,14.079026,2199.7957,155
52780,2014,108.53635,15.621953,2200.0354,155
52781,2014,75.17078,9.792874,2200.9944,155
52782,2014,41.800674,12.7921715,2202.6716,155
52783,2014,8.427679,8.427679,2205.0652,155
52784,2014,24.946583,4.4023576,2207.0232,160
53491,2014,204.98213,0.85735756,2168.8716,155
53492,2014,178.03717,18.01671,2163.2122,155
53493,2014,150.77875,4.9146833,2158.2786,155
53494,2014,123.94785,0.23071972,2154.0757,155
53495,2014,101.54065,0.7780419,2150.6082,155
53496,2014,87.04466,2.623763,2147.8794,155
53497,2014,83.82087,6.698904,2145.8928,155
53498,2014,83.73176,5.016377,2144.6501,155
53499,2014,83.71272,2.6644773,2144.1528,155
53500,2014,83.48175,2.656968,2144.4016,155
53501,2014,70.27081,1.3556674,2145.3958,155
53502,2014,42.53278,9.774325,2147.1348,155
53503,2014,8.773049,8.773049,2149.6162,155
53504,2014,24.988659,14.967185,2156.243,160
53979,2014,706.8443,19.744455,1339.6008,920
54210,2014,212.31073,24.145836,2120.7593,155
54211,2014,179.96468,3.4085193,2114.1472,155
54212,2014,148.15366,1.1065238,2108.2803,155
54213,2014,117.77908,3.028778,2103.1648,155
54214,2014,90.3044,3.909155,2098.8066,155
54215,2014,64.0709,5.7241387,2095.2104,155
54216,2014,36.60916,15.4154825,2092.3804,155
54217,2014,28.184057,28.184057,2090.3198,155
54218,2014,28.093369,28.093369,2089.0308,155
54219,2014,28.074514,28.074514,2088.515,155
54220,2014,28.152782,28.152782,2088.7727,155
54221,2014,18.814232,18.66379,2089.8042,155
54222,2014,4.7643747,11.382899,2135.8752,160
54223,2014,4.141283,4.141283,2120.4705,160
54224,2014,15.41386,11.413172,2105.7034,160
54699,2014,727.62396,21.794056,1287.5826,920
54930,2014,182.9594,11.510682,2066.331,155
54931,2014,156.52817,1.369092,2059.4746,155
54932,2014,130.7246,4.074657,2053.3896,155
54933,2014,97.06483,1.0534527,2048.0833,155
54934,2014,64.29422,4.4096255,2043.5616,155
54935,2014,31.902292,5.227608,2039.8302,155
54936,2014,4.6237507,4.6237507,2036.8934,155
54937,2014,18.559248,18.559248,2175.5623,160
54938,2014,27.540281,27.540281,2156.596,160
54939,2014,27.558958,27.558958,2138.2046,160
54940,2014,27.479927,27.479927,2120.404,160
54941,2014,31.920965,17.040405,2103.2097,160
54942,2014,43.777885,13.786341,2086.6377,160
54943,2014,53.15505,8.785037,2070.7031,160
55650,2014,156.23912,6.144776,2011.9712,155
55651,2014,124.19496,5.183547,2004.8578,155
55652,2014,94.09834,0.66094726,1998.5435,155
55653,2014,68.581116,1.1589897,1993.036,155
55654,2014,53.99889,22.918156,1988.3423,155
55655,2014,28.028908,28.028908,1984.4684,155
55656,2014,0.36642987,0.36642987,2149.7407,160
55657,2014,34.914516,34.914516,2129.5955,160
55658,2014,69.815445,69.815445,2110.0178,160
55659,2014,83.18767,83.18767,2091.025,160
55660,2014,83.10788,60.96269,2072.6333,160
55661,2014,84.80558,30.63053,2054.8596,160
55662,2014,96.87895,10.678209,2037.7212,160
55663,2014,104.86696,22.951193,2021.2345,160
56369,2014,171.77051,19.041397,1965.8872,155
56370,2014,139.75371,1.3661749,1957.6848,155
56371,2014,108.84237,2.2859914,1950.3009,155
56372,2014,74.130196,3.7199562,1943.7449,155
56373,2014,39.693623,2.1527321,1938.0255,155
56374,2014,5.3098063,5.3098063,1933.1504,155
56375,2014,11.071785,11.071785,1929.1261,155
56376,2014,5.0346594,5.0346594,2104.8716,160
56377,2014,36.624077,36.624077,2084.0854,160
56378,2014,70.93728,70.93728,2063.8752,160
56379,2014,105.8644,101.383415,2044.2584,160
56380,2014,138.73105,69.7155,2025.253,160
56381,2014,139.74155,41.523067,2006.8774,160
56382,2014,148.1332,7.3607926,1989.1494,160
56852,2014,618.7429,10.78186,1259.8774,920
56853,2014,644.2206,1.5260607,1239.0505,920
57090,2014,123.242584,0.4233066,1903.4779,155
57091,2014,87.880135,5.955988,1895.8086,155
57092,2014,52.9827,4.878361,1888.9977,155
57093,2014,19.786844,9.41774,1883.0547,155
57094,2014,5.1806526,5.1806526,2105.0815,160
57095,2014,38.572334,38.572334,2082.5234,160
57096,2014,41.430893,41.430893,2060.5112,160
57097,2014,59.168484,59.168484,2039.0629,160
57098,2014,86.63277,86.63277,2018.1974,160
57099,2014,118.45387,118.45387,1997.934,160
57100,2014,151.9173,89.22759,1978.2915,160
57101,2014,186.13829,57.199085,1959.2897,160
57102,2014,201.22423,26.828966,1940.9478,160
57103,2014,212.94661,3.2043388,1923.2855,160
57104,2014,221.56906,12.980302,1906.3223,160
57105,2014,234.17216,29.024124,1890.0776,160
57809,2014,158.26816,11.139645,1858.2057,155
57810,2014,122.66744,0.09258791,1849.3568,155
57811,2014,87.48208,10.4214325,1841.3865,155
57812,2014,53.145462,1.3238469,1834.3062,155
57813,2014,19.584898,0.6277722,1828.1266,155
57814,2014,14.826433,14.826433,2062.6462,160
57815,2014,50.376568,50.376568,2039.3948,160
57816,2014,80.94993,80.94993,2016.6927,160
57817,2014,105.868996,105.868996,1994.56,160
57818,2014,125.02871,125.02871,1973.0165,160
57819,2014,149.11502,128.84981,1952.0825,160
57820,2014,177.13687,94.17402,1931.7786,160
57821,2014,207.52608,60.973648,1912.1254,160
57822,2014,239.38165,33.51066,1893.1442,160
57823,2014,264.88882,22.86925,1874.8557,160
57824,2014,275.072,31.239834,1857.2814,160
57825,2014,285.9234,0.9823508,1840.4421,160
58318,2014,1448.0472,3.326664,988.5841,920
58529,2014,160.63908,7.8348227,1804.5286,155
58530,2014,125.30346,1.730179,1795.3292,155
58531,2014,90.423874,9.00676,1787.0403,155
58532,2014,55.8559,9.286415,1779.6749,155
58533,2014,21.831978,12.887115,1773.245,155
58534,2014,5.539125,5.539125,2020.8314,160
58535,2014,24.587648,24.587648,1996.8655,160
58536,2014,51.067474,51.067474,1973.4523,160
58537,2014,77.359505,77.359505,1950.6123,160
58538,2014,108.18941,108.18941,1928.3671,160
58539,2014,141.61305,141.61305,1906.7379,160
58540,2014,176.28706,123.514206,1885.747,160
58541,2014,211.59653,99.816864,1865.4165,160
58542,2014,244.94023,84.616455,1845.769,160
58543,2014,278.84662,68.7434,1826.8273,160
58544,2014,313.38565,34.195816,1808.614,160
58545,2014,338.4815,3.7059739,1791.1523,160
59249,2014,178.3693,7.1409297,1750.9735,155
59250,2014,144.70601,1.5004677,1741.4031,155
59251,2014,112.8311,7.3540516,1732.7769,155
59252,2014,84.82425,1.5985873,1725.1094,155
59253,2014,60.65129,23.150972,1718.4136,155
59254,2014,32.105804,32.105804,1712.7012,155
59255,2014,14.304083,14.304083,1707.9823,155
59256,2014,22.220335,22.220335,1930.828,160
59257,2014,58.987316,58.987316,1907.2577,160
59258,2014,88.979576,88.979576,1884.2864,160
59259,2014,122.306244,122.306244,1861.9369,160
59260,2014,157.24219,157.24219,1840.2327,160
59261,2014,192.91402,149.09334,1819.1975,160
59262,2014,228.9769,124.66511,1798.8558,160
59263,2014,265.27014,91.084785,1779.232,160
59264,2014,301.70938,58.44394,1760.3508,160
59265,2014,338.24612,29.867636,1742.2369,160
59266,2014,374.85052,3.691831,1724.9153,160
59267,2014,411.50314,20.764326,1708.4105,160
59969,2014,205.26256,13.940082,1697.5515,155
59970,2014,176.47331,0.07429469,1687.5879,155
59971,2014,151.17004,3.3092897,1678.6038,155
59972,2014,123.677765,3.2628167,1670.6154,155
59973,2014,89.06894,13.744271,1663.6371,155
59974,2014,54.470295,9.282974,1657.6821,155
59975,2014,26.165394,26.165394,1652.7616,155
59976,2014,3.4961421,3.4961421,1888.8613,160
59977,2014,40.599194,40.599194,1864.5371,160
59978,2014,77.69192,77.69192,1840.815,160
59979,2014,114.77273,114.77273,1817.719,160
59980,2014,151.84006,151.84006,1795.2743,160
59981,2014,188.89232,182.09454,1773.5065,160
59982,2014,225.93407,150.88156,1752.4414,160
59983,2014,260.44223,122.32288,1732.1055,160
59984,2014,294.56784,94.9865,1712.5254,160
59985,2014,329.4236,65.54337,1693.728,160
59986,2014,364.79904,44.009415,1675.7404,160
59987,2014,400.55524,21.792824,1658.5895,160
59988,2014,436.5973,2.1074004,1642.302,160
59989,2014,472.85855,23.650856,1626.9045,160
60690,2014,204.07684,0.99689656,1633.8939,155
60691,2014,166.83514,2.8194072,1624.5294,155
60692,2014,129.69919,0.21668683,1616.1996,155
60693,2014,92.79849,0.79174095,1608.9205,155
60694,2014,56.598194,24.643982,1602.7069,155
60695,2014,21.292046,21.292046,1597.5714,155
60696,2014,13.227136,13.227136,1847.5966,160
60697,2014,46.663227,46.663227,1822.4948,160
60698,2014,74.70231,74.70231,1797.9965,160
60699,2014,102.90103,102.90103,1774.1276,160
60700,2014,135.49066,135.49066,1750.9146,160
60701,2014,170.19452,170.19452,1728.3848,160
60702,2014,205.94536,186.8455,1706.5659,160
60703,2014,242.27899,158.28894,1685.4865,160
60704,2014,278.96658,131.51096,1665.1752,160
60705,2014,315.8562,110.01827,1645.6611,160
60706,2014,352.83878,76.37416,1626.9738,160
60707,2014,389.9509,39.863632,1609.1426,160
60708,2014,427.1586,9.830736,1592.1968,160
60709,2014,463.89957,8.1544485,1576.1656,160
61411,2014,181.9005,23.322453,1570.5637,155
61412,2014,145.0494,4.140669,1561.8698,155
61413,2014,108.060646,24.92658,1554.2697,155
61414,2014,71.53415,47.629906,1547.7798,155
61415,2014,37.49452,37.49452,1542.4144,155
61416,2014,16.763977,16.763977,1538.1854,155
61417,2014,9.586499,9.586499,1781.1783,160
61418,2014,46.431213,46.431213,1755.8785,160
61419,2014,83.948616,83.948616,1731.2095,160
61420,2014,121.68825,121.68825,1707.1996,160
61421,2014,159.28505,159.28505,1683.8776,160
61422,2014,194.81795,159.34622,1661.2734,160
61423,2014,231.15074,127.47904,1639.4176,160
61424,2014,267.95706,98.20815,1618.3412,160
61425,2014,305.06436,73.268974,1598.0756,160
61426,2014,342.3735,43.735188,1578.6527,160
61427,2014,379.82373,23.201784,1560.1049,160
61428,2014,417.37573,17.657183,1542.4641,160
61429,2014,455.00296,0.60017866,1525.7626,160
61896,2014,1012.8845,3.0473504,866.6701,920
61897,2014,1034.5535,16.600874,841.47626,920
62129,2014,269.54715,2.6680076,1538.2169,155
62130,2014,233.4721,11.148215,1526.9192,155
62131,2014,198.09619,8.963928,1516.7175,155
62132,2014,163.87466,4.3160415,1507.6348,155
62133,2014,131.68329,18.853943,1499.6913,155
62134,2014,100.233574,48.4106,1492.9056,155
62135,2014,62.347862,62.347862,1487.294,155
62136,2014,24.846903,24.846903,1482.8698,155
62137,2014,0.4500737,0.4500737,1740.639,160
62138,2014,33.15298,33.15298,1714.5121,160
62139,2014,70.9052,70.9052,1689.0156,160
62140,2014,108.864075,108.864075,1664.1796,160
62141,2014,146.96068,146.96068,1640.0347,160
62142,2014,185.11382,136.4912,1616.6127,160
62143,2014,223.29337,100.08552,1593.9464,160
62144,2014,261.48657,65.580574,1572.0691,160
62145,2014,299.68695,33.279636,1551.015,160
62146,2014,337.89078,6.5751534,1530.8188,160
62147,2014,376.09573,20.518045,1511.5156,160
62356,2014,1971.6589,8.620533,2482.531,560
62616,2014,1059.2932,0.6983509,826.7766,920
62617,2014,1080.232,13.344333,800.0835,920
62618,2014,1101.8916,13.771136,774.53345,920
62619,2014,1124.2291,10.082682,750.2443,920
62620,2014,1147.2041,20.77166,727.3433,920
62850,2014,258.25894,6.67348,1473.6671,155
62851,2014,220.10982,14.351659,1463.0037,155
62852,2014,181.5836,0.05159147,1453.5045,155
62853,2014,143.08836,1.0203642,1445.193,155
62854,2014,104.66063,21.9688,1438.09,155
62855,2014,66.4205,55.707554,1432.2136,155
62856,2014,29.121256,29.121256,1427.5793,155
62857,2014,0.3116907,0.3116907,1424.1993,155
62858,2014,37.916595,37.916595,1673.9525,160
62859,2014,72.69165,72.69165,1647.6012,160
62860,2014,109.01378,109.01378,1621.9095,160
62861,2014,146.5315,146.5315,1596.9102,160
62862,2014,184.51591,126.13119,1572.6368,160
62863,2014,222.72728,87.66469,1549.1248,160
62864,2014,259.29712,49.37609,1526.4097,160
62865,2014,295.262,11.496393,1504.5286,160
62866,2014,331.88153,26.232468,1483.5189,160
63333,2014,1050.5618,32.079346,879.16766,920
63334,2014,1068.3792,3.2274024,848.2108,920
63335,2014,1087.0521,1.7112066,818.0498,920
63336,2014,1106.5364,0.428406,788.777,920
63337,2014,1126.7891,11.425081,760.49603,920
63338,2014,1147.7686,34.684864,733.32294,920
63339,2014,1169.4349,44.13917,707.38635,920
63340,2014,1191.7496,15.8709955,682.82825,920
63341,2014,1214.676,8.136246,659.80347,920
63570,2014,263.33942,18.025513,1420.595,155
63571,2014,225.22878,4.1025105,1409.4365,155
63572,2014,187.38226,5.352714,1399.4906,155
63573,2014,150.00197,3.971472,1390.7836,155
63574,2014,113.47499,6.906375,1383.339,155
63575,2014,74.57561,32.225426,1377.1776,155
63576,2014,35.70271,35.70271,1372.3169,155
63577,2014,2.6970177,2.6970177,1368.7709,155
63578,2014,34.054134,34.054134,1634.2594,160
63579,2014,63.287502,63.287502,1607.0259,160
63580,2014,95.68509,95.68509,1580.4491,160
63581,2014,130.69133,130.69133,1554.5634,160
63582,2014,167.49788,131.56848,1529.4047,160
63583,2014,205.1369,94.64294,1505.0104,160
63584,2014,243.22112,58.595104,1481.419,160
63585,2014,281.56876,25.199478,1458.6703,160
63586,2014,320.08392,8.759964,1436.805,160
64053,2014,1100.4574,18.814945,847.9627,920
64054,2014,1117.6399,2.0901773,815.53345,920
64055,2014,1135.6713,20.941614,783.8337,920
64056,2014,1154.5109,47.59315,752.95685,920
64057,2014,1174.1193,65.86749,723.0095,920
64058,2014,1194.4574,78.977196,694.1132,920
64059,2014,1215.4879,83.15628,666.40576,920
64060,2014,1237.1746,51.41122,640.04266,920
64061,2014,1259.4824,25.003836,615.1978,920
64062,2014,1282.3782,4.3878894,592.0633,920
64291,2014,214.78734,18.63306,1356.0331,155
64292,2014,176.2082,2.6828856,1345.6067,155
64293,2014,138.07278,2.1503778,1336.4734,155
64294,2014,100.88781,0.2291907,1328.6602,155
64295,2014,66.27547,18.325356,1322.1908,155
64296,2014,41.31073,41.31073,1317.0852,155
64297,2014,27.50543,27.50543,1313.3594,155
64298,2014,5.392658,5.392658,1595.497,160
64299,2014,43.48031,43.48031,1567.3545,160
64300,2014,82.50682,82.50682,1539.8632,160
64301,2014,121.66487,121.66487,1513.059,160
64302,2014,160.85748,153.48161,1486.9802,160
64303,2014,200.06326,119.27584,1461.6666,160
64304,2014,239.0664,83.64384,1437.1592,160
64305,2014,276.79437,52.27613,1413.5009,160
64306,2014,314.948,19.279234,1390.7357,160
64307,2014,353.30853,5.1860504,1368.909,160
64308,2014,391.8785,25.444183,1348.067,160
64309,2014,430.60986,23.577442,1328.257,160
64774,2014,1167.4578,9.313318,785.4211,920
64775,2014,1184.8917,4.250391,752.161,920
64776,2014,1203.1288,33.748554,719.6406,920
64777,2014,1222.1321,64.77256,687.9662,920
64778,2014,1241.8658,101.71888,657.26117,920
64779,2014,1262.2947,117.0739,627.669,920
64780,2014,1283.3848,88.39895,599.3558,920
64781,2014,1305.1029,50.46959,572.51227,920
64782,2014,1327.4175,12.745447,547.35583,920
64783,2014,1350.2977,23.832684,524.13043,920
65010,2014,250.82352,10.647876,1315.0743,155
65011,2014,211.25443,7.272913,1302.8127,155
65012,2014,171.68626,4.9265995,1291.868,155
65013,2014,132.12206,0.7291258,1282.2742,155
65014,2014,92.56926,2.874436,1274.0621,155
65015,2014,53.05663,0.99862564,1267.259,155
65016,2014,13.89008,13.89008,1261.8877,155
65017,2014,0.93981063,0.93981063,1257.9667,155
65018,2014,1.3403591,1.3403591,1557.734,160
65019,2014,35.702457,35.702457,1528.6569,160
65020,2014,72.008965,72.008965,1500.2222,160
65021,2014,110.40505,110.40505,1472.4679,160
65022,2014,149.37949,149.37949,1445.4344,160
65023,2014,188.64093,147.89,1419.1636,160
65024,2014,228.04008,115.53036,1393.6995,160
65025,2014,267.51495,84.11855,1369.0879,160
65026,2014,307.03516,60.172005,1345.3766,160
65027,2014,346.58395,41.43972,1322.6144,160
65028,2014,386.15128,24.416136,1300.8522,160
65029,2014,425.73068,3.2370121,1280.1416,160
65030,2014,465.31778,27.258245,1260.535,160
65495,2014,1234.6409,14.673618,723.3648,920
65496,2014,1252.3142,12.870388,689.1905,920
65497,2014,1270.7496,42.361313,655.75665,920
65498,2014,1289.9138,68.99109,623.1839,920
65499,2014,1309.7739,91.027336,591.6156,920
65500,2014,1330.2979,106.36547,561.2226,920
65501,2014,1351.4545,72.55815,532.20746,920
65502,2014,1373.2137,36.370647,504.8089,920
65503,2014,1395.5463,2.829369,479.3053,920
65527,2014,2082.6892,18.644918,765.97504,920
65528,2014,2112.591,23.576574,803.086,920
65731,2014,220.27115,28.404993,1249.7983,155
65732,2014,182.1841,11.1272745,1238.2931,155
65733,2014,144.99341,4.8267226,1228.2003,155
65734,2014,109.61736,3.6274364,1219.5552,155
65735,2014,72.81702,16.041407,1212.389,155
65736,2014,34.407898,31.868788,1206.7284,155
65737,2014,3.587949,3.587949,1202.5946,155
65738,2014,18.779701,18.779701,1521.0448,160
65739,2014,39.721916,39.721916,1491.0083,160
65740,2014,75.40748,75.40748,1461.6025,160
65741,2014,112.80351,112.80351,1432.8672,160
65742,2014,151.44807,151.44807,1404.8444,160
65743,2014,190.58235,180.40503,1377.5786,160
65744,2014,229.95537,151.94228,1351.1165,160
65745,2014,269.46136,128.34787,1325.507,160
65746,2014,309.04816,109.40384,1300.8011,160
65747,2014,348.68698,91.266525,1277.0525,160
65748,2014,388.3607,65.63471,1254.316,160
65749,2014,428.05826,35.58003,1232.6486,160
65750,2014,467.77237,2.7895713,1212.1079,160
66216,2014,1302.0023,23.362194,662.0007,920
66217,2014,1319.9044,4.6108203,626.81665,920
66218,2014,1338.5319,26.520224,592.3591,920
66219,2014,1357.8542,43.489468,558.7638,920
66220,2014,1377.8413,69.76303,526.19727,920
66221,2014,1398.4639,82.34899,494.86386,920
66222,2014,1419.693,44.22642,465.01413,920
66223,2014,1441.5013,8.944284,436.95337,920
66224,2014,1463.8618,16.060324,411.0493,920
66247,2014,2120.0317,2.3341439,746.57336,920
66248,2014,2149.6792,2.1846926,784.91095,920
66451,2014,227.33894,11.594064,1197.0164,155
66452,2014,189.74608,11.04891,1184.9034,155
66453,2014,150.15616,7.6775336,1174.2682,155
66454,2014,111.12559,15.508817,1165.1512,155
66455,2014,73.55279,8.109172,1157.589,155
66456,2014,35.63689,35.63689,1151.612,155
66457,2014,3.5854173,3.5854173,1147.2455,155
66458,2014,36.696125,36.696125,1485.5082,160
66459,2014,74.599236,74.599236,1454.4896,160
66460,2014,106.77351,106.77351,1424.0867,160
66461,2014,137.28871,137.28871,1394.3405,160
66462,2014,171.758,171.758,1365.2949,160
66463,2014,207.91646,207.91646,1336.9967,160
66464,2014,244.80035,196.67538,1309.495,160
66465,2014,282.53168,177.47961,1282.8419,160
66466,2014,320.8104,154.2094,1257.0924,160
66467,2014,359.46048,113.94489,1232.304,160
66468,2014,398.37268,73.69654,1208.5364,160
66469,2014,437.47577,33.47924,1185.8518,160
66470,2014,476.72153,6.561306,1164.3143,160
66893,2014,1611.8643,24.205252,973.8334,900
66894,2014,1573.0294,13.179541,963.523,900
66895,2014,1534.2012,26.637102,955.02734,900
66938,2014,1387.6597,24.122118,565.3177,920
66939,2014,1406.4736,1.704631,529.70807,920
66940,2014,1425.9518,17.835926,494.93826,920
66941,2014,1446.0663,46.348038,461.1995,920
66942,2014,1466.79,73.50961,428.7366,920
66943,2014,1488.0968,52.255707,397.86322,920
66944,2014,1509.961,32.91078,368.97986,920
66945,2014,1532.3578,11.3194065,342.59125,920
66946,2014,1555.2631,6.927232,319.31757,920
66947,2014,1578.6539,10.821727,299.8858,920
67172,2014,174.08743,7.3975124,1131.7245,155
67173,2014,134.05148,2.1310666,1120.4976,155
67174,2014,94.56849,15.412646,1110.8649,155
67175,2014,56.491726,13.3975935,1102.8685,155
67176,2014,22.687037,22.687037,1096.5444,155
67177,2014,1.2084178,1.2084178,1483.7859,160
67178,2014,39.349674,39.349674,1451.2083,160
67179,2014,79.90044,79.90044,1419.1877,160
67180,2014,120.47329,120.47329,1387.7638,160
67181,2014,161.05582,161.05582,1356.9789,160
67182,2014,201.64114,201.64114,1326.8785,160
67183,2014,235.39716,235.39716,1297.5114,160
67184,2014,269.4724,240.9595,1268.9291,160
67185,2014,305.03958,201.37999,1241.1869,160
67186,2014,341.31302,162.23486,1214.3433,160
67187,2014,378.162,123.93848,1188.4598,160
67188,2014,415.6218,87.56494,1163.6016,160
67189,2014,453.53995,53.665287,1139.8364,160
67190,2014,491.8092,18.83569,1117.2347,160
67191,2014,530.3523,10.471327,1095.8693,160
67192,2014,569.11237,25.478884,1075.8143,160
67612,2014,1666.2179,3.928219,933.45807,900
67613,2014,1627.418,7.2494307,920.60205,900
67614,2014,1588.6327,18.523067,909.6022,900
67615,2014,1549.8649,0.33952826,900.5268,900
67616,2014,1511.1174,2.7164433,893.4349,900
67617,2014,1472.3934,20.818798,888.374,900
67660,2014,1474.5729,19.696966,468.19888,920
67661,2014,1494.2045,8.124318,432.0734,920
67662,2014,1514.4465,31.865282,396.93985,920
67663,2014,1535.2739,53.649673,363.08765,920
67664,2014,1556.6626,76.60175,330.91162,920
67665,2014,1578.5885,40.876404,300.9512,920
67666,2014,1601.0287,0.6528531,273.93546,920
67667,2014,1623.9609,24.293844,250.81879,920
67892,2014,173.93704,7.4135566,1078.7867,155
67893,2014,133.1245,7.861473,1066.9121,155
67894,2014,92.33252,21.260532,1056.7133,155
67895,2014,51.722652,9.091944,1048.2393,155
67896,2014,11.585945,11.585945,1041.5325,155
67897,2014,29.267334,29.267334,1451.8075,160
67898,2014,61.942863,61.942863,1418.2344,160
67899,2014,93.59824,93.59824,1385.1948,160
67900,2014,130.43196,130.43196,1352.7291,160
67901,2014,169.09235,169.09235,1320.8806,160
67902,2014,208.5651,208.5651,1289.6958,160
67903,2014,248.46227,248.46227,1259.2251,160
67904,2014,288.60678,258.2388,1229.5226,160
67905,2014,328.90692,221.44196,1200.6461,160
67906,2014,368.01907,182.68378,1172.6578,160
67907,2014,403.17596,141.74959,1145.6234,160
67908,2014,439.2091,100.81445,1119.6129,160
67909,2014,475.57602,59.879314,1094.7002,160
67910,2014,512.49194,18.950235,1070.9626,160
67911,2014,549.8813,11.142045,1048.4807,160
67912,2014,587.65247,0.05495885,1027.3376,160
67913,2014,625.7351,8.66658,1007.61835,160
68331,2014,1722.1272,10.903678,897.00275,900
68332,2014,1683.3833,27.77866,881.3975,900
68333,2014,1644.6627,58.83846,867.6642,900
68334,2014,1605.9688,44.82231,855.8931,900
68335,2014,1567.3049,12.073855,846.16675,900
68336,2014,1528.675,11.154545,838.55646,900
68337,2014,1490.0833,11.530387,833.1204,900
68382,2014,1562.6107,13.277468,370.7762,920
68383,2014,1582.9802,18.865208,333.97467,920
68384,2014,1603.9133,53.390476,298.37732,920
68385,2014,1625.3871,65.04874,264.47235,920
68386,2014,1647.3798,41.530746,233.0011,920
68387,2014,1669.8696,12.200268,205.08835,920
68388,2014,1692.836,25.335804,182.37653,920
68612,2014,174.91594,6.119098,1026.1265,155
68613,2014,133.68082,13.862181,1013.5405,155
68614,2014,92.456726,9.840692,1002.7175,155
68615,2014,51.273438,2.8194828,993.7156,155
68616,2014,10.6265135,10.6265135,986.58466,155
68617,2014,12.963149,12.963149,1421.258,160
68618,2014,42.970783,42.970783,1386.6804,160
68619,2014,82.50201,82.50201,1352.6093,160
68620,2014,123.20718,123.20718,1319.085,160
68621,2014,164.21475,164.21475,1286.1512,160
68622,2014,205.34265,205.34265,1253.8558,160
68623,2014,246.52959,246.52959,1222.25,160
68624,2014,287.7491,264.1459,1191.3899,160
68625,2014,328.98785,223.1139,1161.3358,160
68626,2014,370.23816,182.22105,1132.153,160
68627,2014,411.4954,141.58997,1103.9111,160
68628,2014,452.7564,101.53762,1076.6855,160
68629,2014,494.019,62.780636,1050.5558,160
68630,2014,535.2816,26.093906,1025.6066,160
68631,2014,574.1259,2.6070008,1001.9269,160
